,CWD_Status,Case_ID,Province,Sex,Species,Year
15176,Negative,22526,Alberta,Male,White-tailed Deer,2009
15177,Negative,22556,Alberta,Male,White-tailed Deer,2009
15178,Negative,22663,Alberta,Male,White-tailed Deer,2009
15179,Negative,22672,Alberta,Male,White-tailed Deer,2009
15180,Negative,22727,Alberta,Male,White-tailed Deer,2009
15181,Negative,22783,Alberta,Male,White-tailed Deer,2009
15182,Negative,22799,Alberta,Male,White-tailed Deer,2009
15183,Negative,22823,Alberta,Male,White-tailed Deer,2009
15184,Negative,22826,Alberta,Male,White-tailed Deer,2009
15185,Negative,22969,Alberta,Male,White-tailed Deer,2009
15186,Negative,22978,Alberta,Male,White-tailed Deer,2009
15187,Negative,23059,Alberta,Male,White-tailed Deer,2009
15188,Negative,23060,Alberta,Male,White-tailed Deer,2009
15189,Negative,23095,Alberta,Male,White-tailed Deer,2009
15190,Negative,23146,Alberta,Male,White-tailed Deer,2009
15191,Negative,23191,Alberta,Male,White-tailed Deer,2009
15192,Negative,23233,Alberta,Male,White-tailed Deer,2009
15193,Negative,6726,Alberta,Female,Mule Deer,2009
15194,Negative,7058,Alberta,Female,Mule Deer,2009
15195,Negative,7183,Alberta,Female,Mule Deer,2009
15196,Negative,7184,Alberta,Female,Mule Deer,2009
15197,Negative,7201,Alberta,Female,Mule Deer,2009
15198,Negative,7202,Alberta,Female,Mule Deer,2009
15199,Negative,7354,Alberta,Female,Mule Deer,2009
15200,Negative,7367,Alberta,Female,Mule Deer,2009
15201,Negative,7687,Alberta,Female,Mule Deer,2009
15202,Negative,7813,Alberta,Female,Mule Deer,2009
15203,Negative,7854,Alberta,Female,Mule Deer,2009
15204,Negative,7885,Alberta,Female,Mule Deer,2009
15205,Negative,7890,Alberta,Female,Mule Deer,2009
15206,Negative,7982,Alberta,Female,Mule Deer,2009
15207,Negative,8009,Alberta,Female,Mule Deer,2009
15208,Negative,8106,Alberta,Female,Mule Deer,2009
15209,Negative,8157,Alberta,Female,Mule Deer,2009
15210,Negative,8158,Alberta,Female,Mule Deer,2009
15211,Negative,12442,Alberta,Female,White-tailed Deer,2009
15212,Negative,12474,Alberta,Female,White-tailed Deer,2009
15213,Negative,12540,Alberta,Female,White-tailed Deer,2009
15214,Negative,12692,Alberta,Female,White-tailed Deer,2009
15215,Negative,12766,Alberta,Female,White-tailed Deer,2009
15216,Negative,13034,Alberta,Female,White-tailed Deer,2009
15217,Negative,17814,Alberta,Male,Mule Deer,2009
15218,Negative,18101,Alberta,Male,Mule Deer,2009
15219,Negative,18164,Alberta,Male,Mule Deer,2009
15220,Negative,18165,Alberta,Male,Mule Deer,2009
15221,Negative,18170,Alberta,Male,Mule Deer,2009
15222,Negative,18175,Alberta,Male,Mule Deer,2009
15223,Negative,18176,Alberta,Male,Mule Deer,2009
15224,Negative,18177,Alberta,Male,Mule Deer,2009
15225,Negative,18199,Alberta,Male,Mule Deer,2009
15226,Negative,18201,Alberta,Male,Mule Deer,2009
15227,Negative,18203,Alberta,Male,Mule Deer,2009
15228,Negative,18204,Alberta,Male,Mule Deer,2009
15229,Negative,18205,Alberta,Male,Mule Deer,2009
15230,Negative,18206,Alberta,Male,Mule Deer,2009
15231,Negative,18297,Alberta,Male,Mule Deer,2009
15232,Negative,18298,Alberta,Male,Mule Deer,2009
15233,Negative,18300,Alberta,Male,Mule Deer,2009
15234,Negative,18301,Alberta,Male,Mule Deer,2009
15235,Negative,18302,Alberta,Male,Mule Deer,2009
15236,Negative,18362,Alberta,Male,Mule Deer,2009
15237,Negative,18394,Alberta,Male,Mule Deer,2009
15238,Negative,18485,Alberta,Male,Mule Deer,2009
15239,Negative,18725,Alberta,Male,Mule Deer,2009
15240,Negative,18761,Alberta,Male,Mule Deer,2009
15241,Negative,18772,Alberta,Male,Mule Deer,2009
15242,Negative,18784,Alberta,Male,Mule Deer,2009
15243,Negative,18847,Alberta,Male,Mule Deer,2009
15244,Negative,22240,Alberta,Male,White-tailed Deer,2009
15245,Negative,22259,Alberta,Male,White-tailed Deer,2009
15246,Negative,22334,Alberta,Male,White-tailed Deer,2009
15247,Negative,22415,Alberta,Male,White-tailed Deer,2009
15248,Negative,22420,Alberta,Male,White-tailed Deer,2009
15249,Negative,22434,Alberta,Male,White-tailed Deer,2009
15250,Negative,22468,Alberta,Male,White-tailed Deer,2009
15251,Negative,22474,Alberta,Male,White-tailed Deer,2009
15252,Negative,22550,Alberta,Male,White-tailed Deer,2009
15253,Negative,22610,Alberta,Male,White-tailed Deer,2009
15254,Negative,22613,Alberta,Male,White-tailed Deer,2009
15255,Negative,22621,Alberta,Male,White-tailed Deer,2009
15256,Negative,22639,Alberta,Male,White-tailed Deer,2009
15257,Negative,22669,Alberta,Male,White-tailed Deer,2009
15258,Negative,22671,Alberta,Male,White-tailed Deer,2009
15259,Negative,22708,Alberta,Male,White-tailed Deer,2009
15260,Negative,22730,Alberta,Male,White-tailed Deer,2009
15261,Negative,22732,Alberta,Male,White-tailed Deer,2009
15262,Negative,22767,Alberta,Male,White-tailed Deer,2009
15263,Negative,22778,Alberta,Male,White-tailed Deer,2009
15264,Negative,22780,Alberta,Male,White-tailed Deer,2009
15265,Negative,22784,Alberta,Male,White-tailed Deer,2009
15266,Negative,22820,Alberta,Male,White-tailed Deer,2009
15267,Negative,22883,Alberta,Male,White-tailed Deer,2009
15268,Negative,22920,Alberta,Male,White-tailed Deer,2009
15269,Negative,22970,Alberta,Male,White-tailed Deer,2009
15270,Negative,23074,Alberta,Male,White-tailed Deer,2009
15271,Negative,23089,Alberta,Male,White-tailed Deer,2009
15272,Negative,23092,Alberta,Male,White-tailed Deer,2009
15273,Negative,23149,Alberta,Male,White-tailed Deer,2009
15274,Negative,23160,Alberta,Male,White-tailed Deer,2009
15275,Negative,23259,Alberta,Male,White-tailed Deer,2009
15276,Negative,6743,Alberta,Female,Mule Deer,2009
15277,Negative,6753,Alberta,Female,Mule Deer,2009
15278,Negative,6793,Alberta,Female,Mule Deer,2009
15279,Negative,6816,Alberta,Female,Mule Deer,2009
15280,Negative,6819,Alberta,Female,Mule Deer,2009
15281,Negative,6821,Alberta,Female,Mule Deer,2009
15282,Negative,6869,Alberta,Female,Mule Deer,2009
15283,Negative,7011,Alberta,Female,Mule Deer,2009
15284,Negative,7049,Alberta,Female,Mule Deer,2009
15285,Negative,7152,Alberta,Female,Mule Deer,2009
15286,Negative,7208,Alberta,Female,Mule Deer,2009
15287,Negative,7211,Alberta,Female,Mule Deer,2009
15288,Negative,7212,Alberta,Female,Mule Deer,2009
15289,Negative,7610,Alberta,Female,Mule Deer,2009
15290,Negative,7628,Alberta,Female,Mule Deer,2009
15291,Negative,7632,Alberta,Female,Mule Deer,2009
15292,Negative,7738,Alberta,Female,Mule Deer,2009
15293,Negative,7769,Alberta,Female,Mule Deer,2009
15294,Negative,7873,Alberta,Female,Mule Deer,2009
15295,Negative,7874,Alberta,Female,Mule Deer,2009
15296,Negative,7911,Alberta,Female,Mule Deer,2009
15297,Negative,7932,Alberta,Female,Mule Deer,2009
15298,Negative,7970,Alberta,Female,Mule Deer,2009
15299,Negative,8007,Alberta,Female,Mule Deer,2009
15300,Negative,8010,Alberta,Female,Mule Deer,2009
15301,Negative,8039,Alberta,Female,Mule Deer,2009
15302,Negative,8041,Alberta,Female,Mule Deer,2009
15303,Negative,8052,Alberta,Female,Mule Deer,2009
15304,Negative,8054,Alberta,Female,Mule Deer,2009
15305,Negative,8111,Alberta,Female,Mule Deer,2009
15306,Negative,12421,Alberta,Female,White-tailed Deer,2009
15307,Negative,12506,Alberta,Female,White-tailed Deer,2009
15308,Negative,12507,Alberta,Female,White-tailed Deer,2009
15309,Negative,12508,Alberta,Female,White-tailed Deer,2009
15310,Negative,12557,Alberta,Female,White-tailed Deer,2009
15311,Negative,12595,Alberta,Female,White-tailed Deer,2009
