,CWD_Status,Case_ID,Province,Sex,Species,Year
5675,Negative,3787,Alberta,Female,Mule Deer,2007
5676,Negative,3797,Alberta,Female,Mule Deer,2007
5677,Negative,3860,Alberta,Female,Mule Deer,2007
5678,Negative,4069,Alberta,Female,Mule Deer,2007
5679,Negative,4095,Alberta,Female,Mule Deer,2007
5680,Negative,4267,Alberta,Female,Mule Deer,2007
5681,Negative,4268,Alberta,Female,Mule Deer,2007
5682,Negative,4383,Alberta,Female,Mule Deer,2007
5683,Negative,4425,Alberta,Female,Mule Deer,2007
5684,Negative,4526,Alberta,Female,Mule Deer,2007
5685,Negative,4536,Alberta,Female,Mule Deer,2007
5686,Negative,4620,Alberta,Female,Mule Deer,2007
5687,Negative,4815,Alberta,Female,Mule Deer,2007
5688,Negative,4963,Alberta,Female,Mule Deer,2007
5689,Negative,4998,Alberta,Female,Mule Deer,2007
5690,Negative,5006,Alberta,Female,Mule Deer,2007
5691,Negative,5061,Alberta,Female,Mule Deer,2007
5692,Negative,5185,Alberta,Female,Mule Deer,2007
5693,Negative,5187,Alberta,Female,Mule Deer,2007
5694,Negative,11115,Alberta,Female,White-tailed Deer,2007
5695,Negative,11263,Alberta,Female,White-tailed Deer,2007
5696,Negative,11264,Alberta,Female,White-tailed Deer,2007
5697,Negative,11273,Alberta,Female,White-tailed Deer,2007
5698,Negative,11282,Alberta,Female,White-tailed Deer,2007
5699,Negative,11305,Alberta,Female,White-tailed Deer,2007
5700,Negative,11311,Alberta,Female,White-tailed Deer,2007
5701,Negative,11427,Alberta,Female,White-tailed Deer,2007
5702,Negative,11546,Alberta,Female,White-tailed Deer,2007
5703,Negative,11621,Alberta,Female,White-tailed Deer,2007
5704,Negative,11630,Alberta,Female,White-tailed Deer,2007
5705,Negative,11631,Alberta,Female,White-tailed Deer,2007
5706,Negative,11731,Alberta,Female,White-tailed Deer,2007
5707,Negative,11778,Alberta,Female,White-tailed Deer,2007
5708,Negative,11780,Alberta,Female,White-tailed Deer,2007
5709,Negative,11798,Alberta,Female,White-tailed Deer,2007
5710,Negative,15474,Alberta,Male,Mule Deer,2007
5711,Negative,15475,Alberta,Male,Mule Deer,2007
5712,Negative,15506,Alberta,Male,Mule Deer,2007
5713,Negative,15519,Alberta,Male,Mule Deer,2007
5714,Negative,15595,Alberta,Male,Mule Deer,2007
5715,Negative,15609,Alberta,Male,Mule Deer,2007
5716,Negative,15666,Alberta,Male,Mule Deer,2007
5717,Negative,15829,Alberta,Male,Mule Deer,2007
5718,Negative,15844,Alberta,Male,Mule Deer,2007
5719,Negative,15887,Alberta,Male,Mule Deer,2007
5720,Negative,15997,Alberta,Male,Mule Deer,2007
5721,Negative,16006,Alberta,Male,Mule Deer,2007
5722,Negative,16027,Alberta,Male,Mule Deer,2007
5723,Negative,16028,Alberta,Male,Mule Deer,2007
5724,Negative,16029,Alberta,Male,Mule Deer,2007
5725,Negative,16136,Alberta,Male,Mule Deer,2007
5726,Negative,16140,Alberta,Male,Mule Deer,2007
5727,Negative,16190,Alberta,Male,Mule Deer,2007
5728,Negative,16272,Alberta,Male,Mule Deer,2007
5729,Negative,16299,Alberta,Male,Mule Deer,2007
5730,Negative,16366,Alberta,Male,Mule Deer,2007
5731,Negative,16368,Alberta,Male,Mule Deer,2007
5732,Negative,16406,Alberta,Male,Mule Deer,2007
5733,Negative,16413,Alberta,Male,Mule Deer,2007
5734,Negative,16419,Alberta,Male,Mule Deer,2007
5735,Negative,16472,Alberta,Male,Mule Deer,2007
5736,Negative,16480,Alberta,Male,Mule Deer,2007
5737,Negative,16483,Alberta,Male,Mule Deer,2007
5738,Negative,16543,Alberta,Male,Mule Deer,2007
5739,Negative,16557,Alberta,Male,Mule Deer,2007
5740,Negative,16591,Alberta,Male,Mule Deer,2007
5741,Negative,20502,Alberta,Male,White-tailed Deer,2007
5742,Negative,20513,Alberta,Male,White-tailed Deer,2007
5743,Negative,20595,Alberta,Male,White-tailed Deer,2007
5744,Negative,20621,Alberta,Male,White-tailed Deer,2007
5745,Negative,20717,Alberta,Male,White-tailed Deer,2007
5746,Negative,20724,Alberta,Male,White-tailed Deer,2007
5747,Negative,20729,Alberta,Male,White-tailed Deer,2007
5748,Negative,20734,Alberta,Male,White-tailed Deer,2007
5749,Negative,20735,Alberta,Male,White-tailed Deer,2007
5750,Negative,20740,Alberta,Male,White-tailed Deer,2007
5751,Negative,20741,Alberta,Male,White-tailed Deer,2007
5752,Negative,20766,Alberta,Male,White-tailed Deer,2007
5753,Negative,20771,Alberta,Male,White-tailed Deer,2007
5754,Negative,20784,Alberta,Male,White-tailed Deer,2007
5755,Negative,20818,Alberta,Male,White-tailed Deer,2007
5756,Negative,20881,Alberta,Male,White-tailed Deer,2007
5757,Negative,20901,Alberta,Male,White-tailed Deer,2007
5758,Negative,20959,Alberta,Male,White-tailed Deer,2007
5759,Negative,20960,Alberta,Male,White-tailed Deer,2007
5760,Negative,21026,Alberta,Male,White-tailed Deer,2007
5761,Negative,21027,Alberta,Male,White-tailed Deer,2007
5762,Negative,21080,Alberta,Male,White-tailed Deer,2007
5763,Negative,21106,Alberta,Male,White-tailed Deer,2007
5764,Negative,21120,Alberta,Male,White-tailed Deer,2007
5765,Negative,21121,Alberta,Male,White-tailed Deer,2007
5766,Negative,21217,Alberta,Male,White-tailed Deer,2007
5767,Negative,21220,Alberta,Male,White-tailed Deer,2007
5768,Negative,21235,Alberta,Male,White-tailed Deer,2007
5769,Negative,21338,Alberta,Male,White-tailed Deer,2007
5770,Negative,21344,Alberta,Male,White-tailed Deer,2007
5771,Negative,21345,Alberta,Male,White-tailed Deer,2007
5772,Negative,21371,Alberta,Male,White-tailed Deer,2007
5773,Negative,3453,Alberta,Female,Mule Deer,2007
5774,Negative,3693,Alberta,Female,Mule Deer,2007
5775,Negative,3859,Alberta,Female,Mule Deer,2007
5776,Negative,5212,Alberta,Female,Mule Deer,2007
5777,Negative,11271,Alberta,Female,White-tailed Deer,2007
5778,Negative,11821,Alberta,Female,White-tailed Deer,2007
5779,Negative,11822,Alberta,Female,White-tailed Deer,2007
5780,Negative,20554,Alberta,Male,White-tailed Deer,2007
5781,Negative,20934,Alberta,Male,White-tailed Deer,2007
5782,Negative,20935,Alberta,Male,White-tailed Deer,2007
5783,Negative,21334,Alberta,Male,White-tailed Deer,2007
5784,Negative,4492,Alberta,Female,Mule Deer,2007
5785,Negative,4622,Alberta,Female,Mule Deer,2007
5786,Negative,4916,Alberta,Female,Mule Deer,2007
5787,Negative,5211,Alberta,Female,Mule Deer,2007
5788,Negative,11347,Alberta,Female,White-tailed Deer,2007
5789,Negative,11354,Alberta,Female,White-tailed Deer,2007
5790,Negative,11636,Alberta,Female,White-tailed Deer,2007
5791,Negative,15602,Alberta,Male,Mule Deer,2007
5792,Negative,16143,Alberta,Male,Mule Deer,2007
5793,Negative,16262,Alberta,Male,Mule Deer,2007
5794,Negative,16311,Alberta,Male,Mule Deer,2007
5795,Negative,16579,Alberta,Male,Mule Deer,2007
5796,Negative,20728,Alberta,Male,White-tailed Deer,2007
5797,Negative,21038,Alberta,Male,White-tailed Deer,2007
5798,Negative,21225,Alberta,Male,White-tailed Deer,2007
5799,Negative,3343,Alberta,Female,Mule Deer,2007
5800,Negative,4634,Alberta,Female,Mule Deer,2007
5801,Negative,4635,Alberta,Female,Mule Deer,2007
5802,Negative,4917,Alberta,Female,Mule Deer,2007
5803,Negative,5076,Alberta,Female,Mule Deer,2007
5804,Negative,11258,Alberta,Female,White-tailed Deer,2007
5805,Negative,11283,Alberta,Female,White-tailed Deer,2007
5806,Negative,11479,Alberta,Female,White-tailed Deer,2007
5807,Negative,11627,Alberta,Female,White-tailed Deer,2007
5808,Negative,11746,Alberta,Female,White-tailed Deer,2007
5809,Negative,15351,Alberta,Male,Mule Deer,2007
5810,Negative,15534,Alberta,Male,Mule Deer,2007
5811,Negative,15606,Alberta,Male,Mule Deer,2007
5812,Negative,15840,Alberta,Male,Mule Deer,2007
5813,Negative,15850,Alberta,Male,Mule Deer,2007
5814,Negative,15851,Alberta,Male,Mule Deer,2007
5815,Negative,16037,Alberta,Male,Mule Deer,2007
5816,Negative,16048,Alberta,Male,Mule Deer,2007
5817,Negative,16399,Alberta,Male,Mule Deer,2007
5818,Negative,16402,Alberta,Male,Mule Deer,2007
5819,Negative,16414,Alberta,Male,Mule Deer,2007
5820,Negative,16473,Alberta,Male,Mule Deer,2007
5821,Negative,20700,Alberta,Male,White-tailed Deer,2007
5822,Negative,20736,Alberta,Male,White-tailed Deer,2007
5823,Negative,20737,Alberta,Male,White-tailed Deer,2007
5824,Negative,20739,Alberta,Male,White-tailed Deer,2007
5825,Negative,20903,Alberta,Male,White-tailed Deer,2007
5826,Negative,21084,Alberta,Male,White-tailed Deer,2007
5827,Negative,21110,Alberta,Male,White-tailed Deer,2007
5828,Negative,21245,Alberta,Male,White-tailed Deer,2007
5829,Negative,21336,Alberta,Male,White-tailed Deer,2007
5830,Negative,21340,Alberta,Male,White-tailed Deer,2007
5831,Negative,3761,Alberta,Female,Mule Deer,2007
5832,Negative,4099,Alberta,Female,Mule Deer,2007
5833,Negative,4100,Alberta,Female,Mule Deer,2007
5834,Negative,4440,Alberta,Female,Mule Deer,2007
5835,Negative,4514,Alberta,Female,Mule Deer,2007
5836,Negative,4602,Alberta,Female,Mule Deer,2007
5837,Negative,4615,Alberta,Female,Mule Deer,2007
5838,Negative,4639,Alberta,Female,Mule Deer,2007
5839,Negative,4640,Alberta,Female,Mule Deer,2007
5840,Negative,4809,Alberta,Female,Mule Deer,2007
5841,Negative,4810,Alberta,Female,Mule Deer,2007
5842,Negative,4841,Alberta,Female,Mule Deer,2007
5843,Negative,4869,Alberta,Female,Mule Deer,2007
5844,Negative,11180,Alberta,Female,White-tailed Deer,2007
5845,Negative,11202,Alberta,Female,White-tailed Deer,2007
5846,Negative,11203,Alberta,Female,White-tailed Deer,2007
5847,Negative,11304,Alberta,Female,White-tailed Deer,2007
5848,Negative,11466,Alberta,Female,White-tailed Deer,2007
5849,Negative,11547,Alberta,Female,White-tailed Deer,2007
5850,Negative,11577,Alberta,Female,White-tailed Deer,2007
5851,Negative,11589,Alberta,Female,White-tailed Deer,2007
5852,Negative,15520,Alberta,Male,Mule Deer,2007
5853,Negative,15607,Alberta,Male,Mule Deer,2007
5854,Negative,15624,Alberta,Male,Mule Deer,2007
5855,Negative,15999,Alberta,Male,Mule Deer,2007
5856,Negative,16127,Alberta,Male,Mule Deer,2007
5857,Negative,16128,Alberta,Male,Mule Deer,2007
5858,Negative,16146,Alberta,Male,Mule Deer,2007
5859,Negative,16147,Alberta,Male,Mule Deer,2007
5860,Negative,16158,Alberta,Male,Mule Deer,2007
5861,Negative,16280,Alberta,Male,Mule Deer,2007
5862,Negative,16315,Alberta,Male,Mule Deer,2007
5863,Negative,16367,Alberta,Male,Mule Deer,2007
5864,Negative,16421,Alberta,Male,Mule Deer,2007
5865,Negative,20509,Alberta,Male,White-tailed Deer,2007
5866,Negative,20510,Alberta,Male,White-tailed Deer,2007
5867,Negative,20623,Alberta,Male,White-tailed Deer,2007
5868,Negative,20701,Alberta,Male,White-tailed Deer,2007
5869,Negative,20716,Alberta,Male,White-tailed Deer,2007
5870,Negative,20718,Alberta,Male,White-tailed Deer,2007
5871,Negative,20738,Alberta,Male,White-tailed Deer,2007
5872,Negative,20754,Alberta,Male,White-tailed Deer,2007
5873,Negative,20891,Alberta,Male,White-tailed Deer,2007
5874,Negative,20904,Alberta,Male,White-tailed Deer,2007
5875,Negative,20940,Alberta,Male,White-tailed Deer,2007
5876,Negative,21044,Alberta,Male,White-tailed Deer,2007
5877,Negative,21087,Alberta,Male,White-tailed Deer,2007
5878,Negative,21091,Alberta,Male,White-tailed Deer,2007
5879,Negative,21093,Alberta,Male,White-tailed Deer,2007
5880,Negative,21095,Alberta,Male,White-tailed Deer,2007
5881,Negative,21108,Alberta,Male,White-tailed Deer,2007
5882,Negative,21109,Alberta,Male,White-tailed Deer,2007
5883,Negative,21111,Alberta,Male,White-tailed Deer,2007
5884,Negative,21212,Alberta,Male,White-tailed Deer,2007
5885,Negative,21224,Alberta,Male,White-tailed Deer,2007
5886,Negative,21276,Alberta,Male,White-tailed Deer,2007
5887,Negative,21409,Alberta,Male,White-tailed Deer,2007
5888,Negative,3452,Alberta,Female,Mule Deer,2007
5889,Negative,4482,Alberta,Female,Mule Deer,2007
5890,Negative,4611,Alberta,Female,Mule Deer,2007
5891,Negative,4895,Alberta,Female,Mule Deer,2007
5892,Negative,4896,Alberta,Female,Mule Deer,2007
5893,Negative,4897,Alberta,Female,Mule Deer,2007
5894,Negative,4899,Alberta,Female,Mule Deer,2007
5895,Negative,4900,Alberta,Female,Mule Deer,2007
5896,Negative,4901,Alberta,Female,Mule Deer,2007
5897,Negative,4902,Alberta,Female,Mule Deer,2007
5898,Negative,4903,Alberta,Female,Mule Deer,2007
5899,Negative,4904,Alberta,Female,Mule Deer,2007
5900,Negative,4905,Alberta,Female,Mule Deer,2007
5901,Negative,4906,Alberta,Female,Mule Deer,2007
5902,Negative,4907,Alberta,Female,Mule Deer,2007
5903,Negative,4983,Alberta,Female,Mule Deer,2007
5904,Negative,11272,Alberta,Female,White-tailed Deer,2007
5905,Negative,11372,Alberta,Female,White-tailed Deer,2007
5906,Negative,11420,Alberta,Female,White-tailed Deer,2007
5907,Negative,11572,Alberta,Female,White-tailed Deer,2007
5908,Negative,11625,Alberta,Female,White-tailed Deer,2007
5909,Negative,11632,Alberta,Female,White-tailed Deer,2007
5910,Negative,11727,Alberta,Female,White-tailed Deer,2007
5911,Negative,15719,Alberta,Male,Mule Deer,2007
5912,Negative,16122,Alberta,Male,Mule Deer,2007
5913,Negative,16123,Alberta,Male,Mule Deer,2007
5914,Negative,16144,Alberta,Male,Mule Deer,2007
5915,Negative,16266,Alberta,Male,Mule Deer,2007
5916,Negative,16274,Alberta,Male,Mule Deer,2007
5917,Negative,16279,Alberta,Male,Mule Deer,2007
5918,Negative,16339,Alberta,Male,Mule Deer,2007
5919,Negative,16340,Alberta,Male,Mule Deer,2007
5920,Negative,16343,Alberta,Male,Mule Deer,2007
5921,Negative,16344,Alberta,Male,Mule Deer,2007
5922,Negative,16345,Alberta,Male,Mule Deer,2007
5923,Negative,16346,Alberta,Male,Mule Deer,2007
5924,Negative,16347,Alberta,Male,Mule Deer,2007
5925,Negative,16348,Alberta,Male,Mule Deer,2007
5926,Negative,16349,Alberta,Male,Mule Deer,2007
5927,Negative,16350,Alberta,Male,Mule Deer,2007
5928,Negative,16351,Alberta,Male,Mule Deer,2007
5929,Negative,16352,Alberta,Male,Mule Deer,2007
5930,Negative,16353,Alberta,Male,Mule Deer,2007
5931,Negative,16354,Alberta,Male,Mule Deer,2007
5932,Negative,16355,Alberta,Male,Mule Deer,2007
5933,Negative,16356,Alberta,Male,Mule Deer,2007
5934,Negative,16357,Alberta,Male,Mule Deer,2007
5935,Negative,16358,Alberta,Male,Mule Deer,2007
5936,Negative,16359,Alberta,Male,Mule Deer,2007
5937,Negative,16360,Alberta,Male,Mule Deer,2007
5938,Negative,16361,Alberta,Male,Mule Deer,2007
5939,Negative,16401,Alberta,Male,Mule Deer,2007
5940,Negative,16463,Alberta,Male,Mule Deer,2007
5941,Negative,16464,Alberta,Male,Mule Deer,2007
5942,Negative,20715,Alberta,Male,White-tailed Deer,2007
5943,Negative,20958,Alberta,Male,White-tailed Deer,2007
5944,Negative,21086,Alberta,Male,White-tailed Deer,2007
5945,Negative,21090,Alberta,Male,White-tailed Deer,2007
5946,Negative,21101,Alberta,Male,White-tailed Deer,2007
5947,Negative,21112,Alberta,Male,White-tailed Deer,2007
5948,Negative,21255,Alberta,Male,White-tailed Deer,2007
5949,Negative,21256,Alberta,Male,White-tailed Deer,2007
5950,Negative,21257,Alberta,Male,White-tailed Deer,2007
5951,Negative,21258,Alberta,Male,White-tailed Deer,2007
5952,Negative,21259,Alberta,Male,White-tailed Deer,2007
5953,Negative,21260,Alberta,Male,White-tailed Deer,2007
5954,Negative,21262,Alberta,Male,White-tailed Deer,2007
5955,Negative,21269,Alberta,Male,White-tailed Deer,2007
5956,Negative,3621,Alberta,Female,Mule Deer,2007
5957,Negative,3622,Alberta,Female,Mule Deer,2007
5958,Negative,3623,Alberta,Female,Mule Deer,2007
5959,Negative,3900,Alberta,Female,Mule Deer,2007
5960,Negative,3930,Alberta,Female,Mule Deer,2007
5961,Negative,4525,Alberta,Female,Mule Deer,2007
5962,Negative,4603,Alberta,Female,Mule Deer,2007
5963,Negative,4608,Alberta,Female,Mule Deer,2007
5964,Negative,4612,Alberta,Female,Mule Deer,2007
5965,Negative,4614,Alberta,Female,Mule Deer,2007
5966,Negative,4617,Alberta,Female,Mule Deer,2007
5967,Negative,4619,Alberta,Female,Mule Deer,2007
5968,Negative,4623,Alberta,Female,Mule Deer,2007
5969,Negative,4624,Alberta,Female,Mule Deer,2007
5970,Negative,4625,Alberta,Female,Mule Deer,2007
5971,Negative,4626,Alberta,Female,Mule Deer,2007
5972,Negative,4880,Alberta,Female,Mule Deer,2007
5973,Negative,4881,Alberta,Female,Mule Deer,2007
5974,Negative,4882,Alberta,Female,Mule Deer,2007
5975,Negative,4883,Alberta,Female,Mule Deer,2007
5976,Negative,4884,Alberta,Female,Mule Deer,2007
5977,Negative,4885,Alberta,Female,Mule Deer,2007
5978,Negative,4886,Alberta,Female,Mule Deer,2007
5979,Negative,4887,Alberta,Female,Mule Deer,2007
5980,Negative,4888,Alberta,Female,Mule Deer,2007
5981,Negative,4933,Alberta,Female,Mule Deer,2007
5982,Negative,5077,Alberta,Female,Mule Deer,2007
5983,Negative,5138,Alberta,Female,Mule Deer,2007
5984,Negative,5139,Alberta,Female,Mule Deer,2007
5985,Negative,5140,Alberta,Female,Mule Deer,2007
5986,Negative,5141,Alberta,Female,Mule Deer,2007
5987,Negative,5146,Alberta,Female,Mule Deer,2007
5988,Negative,5147,Alberta,Female,Mule Deer,2007
5989,Negative,5228,Alberta,Female,Mule Deer,2007
5990,Negative,11346,Alberta,Female,White-tailed Deer,2007
5991,Negative,11359,Alberta,Female,White-tailed Deer,2007
5992,Negative,11360,Alberta,Female,White-tailed Deer,2007
5993,Negative,11550,Alberta,Female,White-tailed Deer,2007
5994,Negative,11551,Alberta,Female,White-tailed Deer,2007
5995,Negative,11552,Alberta,Female,White-tailed Deer,2007
5996,Negative,11706,Alberta,Female,White-tailed Deer,2007
5997,Negative,11721,Alberta,Female,White-tailed Deer,2007
5998,Negative,11741,Alberta,Female,White-tailed Deer,2007
5999,Negative,11797,Alberta,Female,White-tailed Deer,2007
6000,Negative,15354,Alberta,Male,Mule Deer,2007
6001,Negative,15751,Alberta,Male,Mule Deer,2007
6002,Negative,16114,Alberta,Male,Mule Deer,2007
6003,Negative,16131,Alberta,Male,Mule Deer,2007
6004,Negative,16135,Alberta,Male,Mule Deer,2007
6005,Negative,16291,Alberta,Male,Mule Deer,2007
6006,Negative,16323,Alberta,Male,Mule Deer,2007
6007,Negative,16324,Alberta,Male,Mule Deer,2007
6008,Negative,16325,Alberta,Male,Mule Deer,2007
6009,Negative,16326,Alberta,Male,Mule Deer,2007
6010,Negative,16327,Alberta,Male,Mule Deer,2007
6011,Negative,16328,Alberta,Male,Mule Deer,2007
6012,Negative,16329,Alberta,Male,Mule Deer,2007
6013,Negative,16330,Alberta,Male,Mule Deer,2007
6014,Negative,16331,Alberta,Male,Mule Deer,2007
6015,Negative,16332,Alberta,Male,Mule Deer,2007
6016,Negative,16333,Alberta,Male,Mule Deer,2007
6017,Negative,16334,Alberta,Male,Mule Deer,2007
6018,Negative,16377,Alberta,Male,Mule Deer,2007
6019,Negative,16422,Alberta,Male,Mule Deer,2007
6020,Negative,16465,Alberta,Male,Mule Deer,2007
6021,Negative,16524,Alberta,Male,Mule Deer,2007
6022,Negative,16526,Alberta,Male,Mule Deer,2007
6023,Negative,16528,Alberta,Male,Mule Deer,2007
6024,Negative,16529,Alberta,Male,Mule Deer,2007
6025,Negative,16530,Alberta,Male,Mule Deer,2007
6026,Negative,16537,Alberta,Male,Mule Deer,2007
6027,Negative,16538,Alberta,Male,Mule Deer,2007
6028,Negative,16539,Alberta,Male,Mule Deer,2007
6029,Negative,16540,Alberta,Male,Mule Deer,2007
6030,Negative,16547,Alberta,Male,Mule Deer,2007
6031,Negative,16578,Alberta,Male,Mule Deer,2007
6032,Negative,16582,Alberta,Male,Mule Deer,2007
6033,Negative,20682,Alberta,Male,White-tailed Deer,2007
6034,Negative,20770,Alberta,Male,White-tailed Deer,2007
6035,Negative,20800,Alberta,Male,White-tailed Deer,2007
6036,Negative,21083,Alberta,Male,White-tailed Deer,2007
6037,Negative,21085,Alberta,Male,White-tailed Deer,2007
6038,Negative,21088,Alberta,Male,White-tailed Deer,2007
6039,Negative,21089,Alberta,Male,White-tailed Deer,2007
6040,Negative,21098,Alberta,Male,White-tailed Deer,2007
6041,Negative,21118,Alberta,Male,White-tailed Deer,2007
6042,Negative,21209,Alberta,Male,White-tailed Deer,2007
6043,Negative,21232,Alberta,Male,White-tailed Deer,2007
6044,Negative,21240,Alberta,Male,White-tailed Deer,2007
6045,Negative,21246,Alberta,Male,White-tailed Deer,2007
6046,Negative,21247,Alberta,Male,White-tailed Deer,2007
6047,Negative,21248,Alberta,Male,White-tailed Deer,2007
6048,Negative,21249,Alberta,Male,White-tailed Deer,2007
6049,Negative,21252,Alberta,Male,White-tailed Deer,2007
6050,Negative,21275,Alberta,Male,White-tailed Deer,2007
6051,Negative,21359,Alberta,Male,White-tailed Deer,2007
6052,Negative,21364,Alberta,Male,White-tailed Deer,2007
6053,Negative,21367,Alberta,Male,White-tailed Deer,2007
6054,Negative,21378,Alberta,Male,White-tailed Deer,2007
6055,Negative,21418,Alberta,Male,White-tailed Deer,2007
6056,Negative,3696,Alberta,Female,Mule Deer,2007
6057,Negative,3697,Alberta,Female,Mule Deer,2007
6058,Negative,4006,Alberta,Female,Mule Deer,2007
6059,Negative,4509,Alberta,Female,Mule Deer,2007
6060,Negative,4606,Alberta,Female,Mule Deer,2007
6061,Negative,4607,Alberta,Female,Mule Deer,2007
6062,Negative,4613,Alberta,Female,Mule Deer,2007
6063,Negative,4621,Alberta,Female,Mule Deer,2007
6064,Negative,4842,Alberta,Female,Mule Deer,2007
6065,Negative,4915,Alberta,Female,Mule Deer,2007
6066,Negative,4956,Alberta,Female,Mule Deer,2007
6067,Negative,5126,Alberta,Female,Mule Deer,2007
6068,Negative,5127,Alberta,Female,Mule Deer,2007
6069,Negative,5129,Alberta,Female,Mule Deer,2007
6070,Negative,5130,Alberta,Female,Mule Deer,2007
6071,Negative,5131,Alberta,Female,Mule Deer,2007
6072,Negative,5132,Alberta,Female,Mule Deer,2007
6073,Negative,5133,Alberta,Female,Mule Deer,2007
6074,Negative,5136,Alberta,Female,Mule Deer,2007
6075,Negative,5137,Alberta,Female,Mule Deer,2007
6076,Negative,5144,Alberta,Female,Mule Deer,2007
6077,Negative,5145,Alberta,Female,Mule Deer,2007
6078,Negative,11694,Alberta,Female,White-tailed Deer,2007
6079,Negative,11697,Alberta,Female,White-tailed Deer,2007
6080,Negative,11730,Alberta,Female,White-tailed Deer,2007
6081,Negative,11747,Alberta,Female,White-tailed Deer,2007
6082,Negative,15892,Alberta,Male,Mule Deer,2007
6083,Negative,16124,Alberta,Male,Mule Deer,2007
6084,Negative,16125,Alberta,Male,Mule Deer,2007
6085,Negative,16130,Alberta,Male,Mule Deer,2007
6086,Negative,16265,Alberta,Male,Mule Deer,2007
6087,Negative,16369,Alberta,Male,Mule Deer,2007
6088,Negative,16386,Alberta,Male,Mule Deer,2007
6089,Negative,16509,Alberta,Male,Mule Deer,2007
6090,Negative,16510,Alberta,Male,Mule Deer,2007
6091,Negative,16513,Alberta,Male,Mule Deer,2007
6092,Negative,16514,Alberta,Male,Mule Deer,2007
6093,Negative,16516,Alberta,Male,Mule Deer,2007
6094,Negative,16517,Alberta,Male,Mule Deer,2007
6095,Negative,16518,Alberta,Male,Mule Deer,2007
6096,Negative,16519,Alberta,Male,Mule Deer,2007
6097,Negative,16520,Alberta,Male,Mule Deer,2007
6098,Negative,16522,Alberta,Male,Mule Deer,2007
6099,Negative,16531,Alberta,Male,Mule Deer,2007
6100,Negative,16532,Alberta,Male,Mule Deer,2007
6101,Negative,16533,Alberta,Male,Mule Deer,2007
6102,Negative,16534,Alberta,Male,Mule Deer,2007
6103,Negative,16535,Alberta,Male,Mule Deer,2007
6104,Negative,16536,Alberta,Male,Mule Deer,2007
6105,Negative,16542,Alberta,Male,Mule Deer,2007
6106,Negative,16553,Alberta,Male,Mule Deer,2007
6107,Negative,21092,Alberta,Male,White-tailed Deer,2007
6108,Negative,21188,Alberta,Male,White-tailed Deer,2007
6109,Negative,21197,Alberta,Male,White-tailed Deer,2007
6110,Negative,21357,Alberta,Male,White-tailed Deer,2007
6111,Negative,21358,Alberta,Male,White-tailed Deer,2007
6112,Negative,21361,Alberta,Male,White-tailed Deer,2007
6113,Negative,3679,Alberta,Female,Mule Deer,2007
6114,Negative,4609,Alberta,Female,Mule Deer,2007
6115,Negative,3694,Alberta,Female,Mule Deer,2007
6116,Negative,3695,Alberta,Female,Mule Deer,2007
6117,Negative,3698,Alberta,Female,Mule Deer,2007
6118,Negative,3699,Alberta,Female,Mule Deer,2007
6119,Negative,4636,Alberta,Female,Mule Deer,2007
6120,Negative,4737,Alberta,Female,Mule Deer,2007
6121,Negative,4738,Alberta,Female,Mule Deer,2007
6122,Negative,4740,Alberta,Female,Mule Deer,2007
6123,Negative,4741,Alberta,Female,Mule Deer,2007
6124,Negative,4742,Alberta,Female,Mule Deer,2007
6125,Negative,4743,Alberta,Female,Mule Deer,2007
6126,Negative,4744,Alberta,Female,Mule Deer,2007
6127,Negative,4745,Alberta,Female,Mule Deer,2007
6128,Negative,4746,Alberta,Female,Mule Deer,2007
6129,Negative,4747,Alberta,Female,Mule Deer,2007
6130,Negative,4748,Alberta,Female,Mule Deer,2007
6131,Negative,4749,Alberta,Female,Mule Deer,2007
6132,Negative,4817,Alberta,Female,Mule Deer,2007
6133,Negative,4922,Alberta,Female,Mule Deer,2007
6134,Negative,4960,Alberta,Female,Mule Deer,2007
6135,Negative,5065,Alberta,Female,Mule Deer,2007
6136,Negative,5066,Alberta,Female,Mule Deer,2007
6137,Negative,11637,Alberta,Female,White-tailed Deer,2007
6138,Negative,11639,Alberta,Female,White-tailed Deer,2007
6139,Negative,11743,Alberta,Female,White-tailed Deer,2007
6140,Negative,16197,Alberta,Male,Mule Deer,2007
6141,Negative,16210,Alberta,Male,Mule Deer,2007
6142,Negative,16211,Alberta,Male,Mule Deer,2007
6143,Negative,16212,Alberta,Male,Mule Deer,2007
6144,Negative,16213,Alberta,Male,Mule Deer,2007
6145,Negative,16214,Alberta,Male,Mule Deer,2007
6146,Negative,16215,Alberta,Male,Mule Deer,2007
6147,Negative,16217,Alberta,Male,Mule Deer,2007
6148,Negative,16218,Alberta,Male,Mule Deer,2007
6149,Negative,16219,Alberta,Male,Mule Deer,2007
6150,Negative,16221,Alberta,Male,Mule Deer,2007
6151,Negative,16284,Alberta,Male,Mule Deer,2007
6152,Negative,16370,Alberta,Male,Mule Deer,2007
6153,Negative,21171,Alberta,Male,White-tailed Deer,2007
6154,Negative,21172,Alberta,Male,White-tailed Deer,2007
6155,Negative,21173,Alberta,Male,White-tailed Deer,2007
6156,Negative,21174,Alberta,Male,White-tailed Deer,2007
6157,Negative,21175,Alberta,Male,White-tailed Deer,2007
6158,Negative,4750,Alberta,Female,Mule Deer,2007
6159,Negative,4752,Alberta,Female,Mule Deer,2007
6160,Negative,4753,Alberta,Female,Mule Deer,2007
